zip,name,naics,est,n<5,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,city,stabbr,cty_name
15102,"BETHEL PARK, PA",611///,4,N,N,N,N,N,N,N,N,N,BETHEL PARK,PA,ALLEGHENY
17088,"SCHAEFFERSTOWN, PA",813///,4,3,N,N,N,N,N,N,N,N,SCHAEFFERSTOWN,PA,LEBANON
17090,"SHERMANS DALE, PA",813///,4,4,N,N,N,N,N,N,N,N,SHERMANS DALE,PA,PERRY
17108,"HARRISBURG, PA",813///,4,N,N,N,N,N,N,N,N,N,HARRISBURG,PA,DAUPHIN
18643,"PITTSTON, PA",611///,4,N,N,N,N,N,N,N,N,N,PITTSTON,PA,LUZERNE
18642,"DURYEA, PA",813///,4,3,N,N,N,N,N,N,N,N,DURYEA,PA,LUZERNE
18623,"LACEYVILLE, PA",813///,4,N,N,N,N,N,N,N,N,N,LACEYVILLE,PA,WYOMING
15061,"MONACA, PA",611///,4,4,N,N,N,N,N,N,N,N,MONACA,PA,BEAVER
17202,"CHAMBERSBURG, PA",611///,4,N,N,N,N,N,N,N,N,N,CHAMBERSBURG,PA,FRANKLIN
18612,"DALLAS, PA",611///,4,N,N,N,N,N,N,N,N,N,DALLAS,PA,LUZERNE
19523,"GEIGERTOWN, PA",813///,4,3,N,N,N,N,N,N,N,N,GEIGERTOWN,PA,BERKS
17407,"YORK, PA",813///,4,N,N,N,N,N,N,N,N,N,YORK,PA,YORK
17224,"FORT LOUDON, PA",813///,4,3,N,N,N,N,N,N,N,N,FORT LOUDON,PA,FRANKLIN
18707,"MOUNTAIN TOP, PA",611///,4,N,N,N,N,N,N,N,N,N,MOUNTAIN TOP,PA,LUZERNE
17225,"GREENCASTLE, PA",611///,4,3,N,N,N,N,N,N,N,N,GREENCASTLE,PA,FRANKLIN
17228,"HARRISONVILLE, PA",813///,4,N,N,N,N,N,N,N,N,N,HARRISONVILLE,PA,FULTON
17240,"NEWBURG, PA",813///,4,N,N,N,N,N,N,N,N,N,NEWBURG,PA,CUMBERLAND
18517,"TAYLOR, PA",813///,4,3,N,N,N,N,N,N,N,N,TAYLOR,PA,LACKAWANNA
17243,"ORBISONIA, PA",813///,4,3,N,N,N,N,N,N,N,N,ORBISONIA,PA,HUNTINGDON
17257,"SHIPPENSBURG, PA",611///,4,N,N,N,N,N,N,N,N,N,SHIPPENSBURG,PA,CUMBERLAND
17404,"YORK, PA",611///,4,N,N,N,N,N,N,N,N,N,YORK,PA,YORK
18512,"SCRANTON, PA",611///,4,N,N,N,N,N,N,N,N,N,SCRANTON,PA,LACKAWANNA
17311,"CODORUS, PA",813///,4,3,N,N,N,N,N,N,N,N,CODORUS,PA,YORK
18447,"OLYPHANT, PA",611///,4,N,N,N,N,N,N,N,N,N,OLYPHANT,PA,LACKAWANNA
18505,"SCRANTON, PA",611///,4,N,N,N,N,N,N,N,N,N,SCRANTON,PA,LACKAWANNA
18472,"WAYMART, PA",813///,4,3,N,N,N,N,N,N,N,N,WAYMART,PA,WAYNE
17370,"YORK HAVEN, PA",813///,4,4,N,N,N,N,N,N,N,N,YORK HAVEN,PA,YORK
17349,"NEW FREEDOM, PA",611///,4,N,N,N,N,N,N,N,N,N,NEW FREEDOM,PA,YORK
18452,"PECKVILLE, PA",813///,4,3,N,N,N,N,N,N,N,N,PECKVILLE,PA,LACKAWANNA
15086,"WARRENDALE, PA",813///,4,N,N,N,3,N,N,N,N,N,WARRENDALE,PA,ALLEGHENY
17065,"MOUNT HOLLY SPRINGS, PA",813///,4,N,N,N,N,N,N,N,N,N,MOUNT HOLLY SPRINGS,PA,CUMBERLAND
17536,"KIRKWOOD, PA",813///,4,4,N,N,N,N,N,N,N,N,KIRKWOOD,PA,LANCASTER
18822,"HALLSTEAD, PA",813///,4,3,N,N,N,N,N,N,N,N,HALLSTEAD,PA,SUSQUEHANNA
16804,"STATE COLLEGE, PA",813///,4,4,N,N,N,N,N,N,N,N,STATE COLLEGE,PA,CENTRE
15135,"MCKEESPORT, PA",813///,4,N,N,N,N,N,N,N,N,N,MCKEESPORT,PA,ALLEGHENY
16829,"CLARENCE, PA",813///,4,3,N,N,N,N,N,N,N,N,CLARENCE,PA,CENTRE
15133,"MCKEESPORT, PA",813///,4,N,N,N,N,N,N,N,N,N,MCKEESPORT,PA,ALLEGHENY
16836,"FRENCHVILLE, PA",813///,4,N,N,N,N,N,N,N,N,N,FRENCHVILLE,PA,CLEARFIELD
19440,"HATFIELD, PA",611///,4,3,N,N,N,N,N,N,N,N,HATFIELD,PA,MONTGOMERY
16865,"PENNSYLVANIA FURNACE, PA",813///,4,3,N,N,N,N,N,N,N,N,PENNSYLVANIA FURNACE,PA,CENTRE
18969,"TELFORD, PA",611///,4,3,N,N,N,N,N,N,N,N,TELFORD,PA,MONTGOMERY
17563,"PEACH BOTTOM, PA",813///,4,4,N,N,N,N,N,N,N,N,PEACH BOTTOM,PA,LANCASTER
16912,"BLOSSBURG, PA",813///,4,N,3,N,N,N,N,N,N,N,BLOSSBURG,PA,TIOGA
16922,"GALETON, PA",813///,4,3,N,N,N,N,N,N,N,N,GALETON,PA,POTTER
16925,"GILLETT, PA",813///,4,N,N,N,N,N,N,N,N,N,GILLETT,PA,BRADFORD
16930,"LIBERTY, PA",813///,4,3,N,N,N,N,N,N,N,N,LIBERTY,PA,TIOGA
19505,"BECHTELSVILLE, PA",813///,4,N,3,N,N,N,N,N,N,N,BECHTELSVILLE,PA,BERKS
16950,"WESTFIELD, PA",813///,4,3,N,N,N,N,N,N,N,N,WESTFIELD,PA,TIOGA
17003,"ANNVILLE, PA",611///,4,N,N,N,N,N,N,N,N,N,ANNVILLE,PA,LEBANON
18942,"OTTSVILLE, PA",813///,4,3,N,N,N,N,N,N,N,N,OTTSVILLE,PA,BUCKS
18837,"ROME, PA",813///,4,3,N,N,N,N,N,N,N,N,ROME,PA,BRADFORD
19510,"BLANDON, PA",813///,4,N,N,N,N,N,N,N,N,N,BLANDON,PA,BERKS
18850,"ULSTER, PA",813///,4,3,N,N,N,N,N,N,N,N,ULSTER,PA,BRADFORD
17042,"LEBANON, PA",611///,4,3,N,N,N,N,N,N,N,N,LEBANON,PA,LEBANON
18353,"SAYLORSBURG, PA",813///,4,3,N,N,N,N,N,N,N,N,SAYLORSBURG,PA,MONROE
17030,"GRATZ, PA",813///,4,4,N,N,N,N,N,N,N,N,GRATZ,PA,DAUPHIN
15035,"EAST MC KEESPORT, PA",813///,4,3,N,N,N,N,N,N,N,N,EAST MC KEESPORT,PA,ALLEGHENY
17027,"GRANTHAM, PA",813///,4,N,N,N,N,N,N,N,N,N,GRANTHAM,PA,CUMBERLAND
15112,"EAST PITTSBURGH, PA",813///,4,3,N,N,N,N,N,N,N,N,EAST PITTSBURGH,PA,ALLEGHENY
17015,"CARLISLE, PA",611///,4,N,N,N,N,N,N,N,N,N,CARLISLE,PA,CUMBERLAND
18936,"MONTGOMERYVILLE, PA",813///,4,N,N,N,N,N,N,N,N,N,MONTGOMERYVILLE,PA,MONTGOMERY
15045,"GLASSPORT, PA",813///,4,3,N,N,N,N,N,N,N,N,GLASSPORT,PA,ALLEGHENY
17009,"BURNHAM, PA",813///,4,N,N,N,N,N,N,N,N,N,BURNHAM,PA,MIFFLIN
17006,"BLAIN, PA",813///,4,4,N,N,N,N,N,N,N,N,BLAIN,PA,PERRY
17026,"FREDERICKSBURG, PA",813///,4,3,N,N,N,N,N,N,N,N,FREDERICKSBURG,PA,LEBANON
19601,"READING, PA",611///,4,N,N,N,N,N,N,N,N,N,READING,PA,BERKS
15026,"CLINTON, PA",813///,4,3,N,N,N,N,N,N,N,N,CLINTON,PA,BEAVER
17364,"THOMASVILLE, PA",813///,4,N,N,N,N,N,N,N,N,N,THOMASVILLE,PA,YORK
15636,"HARRISON CITY, PA",813///,4,3,N,N,N,N,N,N,N,N,HARRISON CITY,PA,WESTMORELAND
18074,"PERKIOMENVILLE, PA",813///,4,N,N,N,N,N,N,N,N,N,PERKIOMENVILLE,PA,MONTGOMERY
18011,"ALBURTIS, PA",813///,4,4,N,N,N,N,N,N,N,N,ALBURTIS,PA,LEHIGH
15928,"DAVIDSVILLE, PA",813///,4,N,N,N,N,N,N,N,N,N,DAVIDSVILLE,PA,SOMERSET
19112,"PHILADELPHIA, PA",813///,4,3,N,N,N,N,N,N,N,N,PHILADELPHIA,PA,PHILADELPHIA
15425,"CONNELLSVILLE, PA",611///,4,N,N,N,N,N,N,N,N,N,CONNELLSVILLE,PA,FAYETTE
19350,"LANDENBERG, PA",611///,4,4,N,N,N,N,N,N,N,N,LANDENBERG,PA,CHESTER
19082,"UPPER DARBY, PA",611///,4,N,N,N,N,N,N,N,N,N,UPPER DARBY,PA,DELAWARE
15431,"DUNBAR, PA",813///,4,4,N,N,N,N,N,N,N,N,DUNBAR,PA,FAYETTE
15437,"FARMINGTON, PA",813///,4,3,N,N,N,N,N,N,N,N,FARMINGTON,PA,FAYETTE
18013,"BANGOR, PA",611///,4,3,N,N,N,N,N,N,N,N,BANGOR,PA,NORTHAMPTON
19344,"HONEY BROOK, PA",611///,4,3,N,N,N,N,N,N,N,N,HONEY BROOK,PA,CHESTER
15626,"DELMONT, PA",813///,4,N,N,N,N,N,N,N,N,N,DELMONT,PA,WESTMORELAND
17881,"TREVORTON, PA",813///,4,4,N,N,N,N,N,N,N,N,TREVORTON,PA,NORTHUMBERLAND
19438,"HARLEYSVILLE, PA",611///,4,N,N,N,N,N,N,N,N,N,HARLEYSVILLE,PA,MONTGOMERY
15622,"CHAMPION, PA",813///,4,3,N,N,N,N,N,N,N,N,CHAMPION,PA,WESTMORELAND
15759,"MARION CENTER, PA",813///,4,3,N,N,N,N,N,N,N,N,MARION CENTER,PA,INDIANA
19112,"PHILADELPHIA, PA",611///,4,N,N,N,N,N,N,N,N,N,PHILADELPHIA,PA,PHILADELPHIA
15474,"POINT MARION, PA",813///,4,4,N,N,N,N,N,N,N,N,POINT MARION,PA,FAYETTE
15226,"PITTSBURGH, PA",611///,4,3,N,N,N,N,N,N,N,N,PITTSBURGH,PA,ALLEGHENY
15610,"ACME, PA",813///,4,3,N,N,N,N,N,N,N,N,ACME,PA,WESTMORELAND
18077,"RIEGELSVILLE, PA",813///,4,4,N,N,N,N,N,N,N,N,RIEGELSVILLE,PA,BUCKS
19608,"READING, PA",611///,4,4,N,N,N,N,N,N,N,N,READING,PA,BERKS
15559,"SCHELLSBURG, PA",813///,4,N,N,N,N,N,N,N,N,N,SCHELLSBURG,PA,BEDFORD
17929,"CRESSONA, PA",813///,4,N,N,N,N,N,N,N,N,N,CRESSONA,PA,SCHUYLKILL
18078,"SCHNECKSVILLE, PA",813///,4,3,N,N,N,N,N,N,N,N,SCHNECKSVILLE,PA,LEHIGH
15533,"BREEZEWOOD, PA",813///,4,3,N,N,N,N,N,N,N,N,BREEZEWOOD,PA,BEDFORD
18016,"BETHLEHEM, PA",813///,4,3,N,N,N,N,N,N,N,N,BETHLEHEM,PA,NORTHAMPTON
19110,"PHILADELPHIA, PA",813///,4,4,N,N,N,N,N,N,N,N,PHILADELPHIA,PA,PHILADELPHIA
15722,"CARROLLTOWN, PA",813///,4,N,N,N,N,N,N,N,N,N,CARROLLTOWN,PA,CAMBRIA
15357,"RICES LANDING, PA",813///,4,N,N,N,N,N,N,N,N,N,RICES LANDING,PA,GREENE
17870,"SELINSGROVE, PA",611///,4,N,N,N,N,N,N,N,N,N,SELINSGROVE,PA,SNYDER
15639,"HUNKER, PA",813///,4,N,N,N,N,N,N,N,N,N,HUNKER,PA,WESTMORELAND
15958,"SUMMERHILL, PA",813///,4,N,N,N,N,N,N,N,N,N,SUMMERHILL,PA,CAMBRIA
19606,"READING, PA",611///,4,N,N,N,N,N,N,N,N,N,READING,PA,BERKS
19317,"CHADDS FORD, PA",611///,4,N,N,N,N,N,N,N,N,N,CHADDS FORD,PA,DELAWARE
17981,"TREMONT, PA",813///,4,N,N,N,N,N,N,N,N,N,TREMONT,PA,SCHUYLKILL
19127,"PHILADELPHIA, PA",813///,4,N,N,N,N,N,N,N,N,N,PHILADELPHIA,PA,PHILADELPHIA
15961,"VINTONDALE, PA",813///,4,4,N,N,N,N,N,N,N,N,VINTONDALE,PA,CAMBRIA
19311,"AVONDALE, PA",813///,4,3,N,N,N,N,N,N,N,N,AVONDALE,PA,CHESTER
19310,"ATGLEN, PA",813///,4,N,N,N,N,N,N,N,N,N,ATGLEN,PA,CHESTER
19086,"WALLINGFORD, PA",611///,4,N,N,N,N,N,N,N,N,N,WALLINGFORD,PA,DELAWARE
15003,"AMBRIDGE, PA",611///,4,3,N,N,N,N,N,N,N,N,AMBRIDGE,PA,BEAVER
18040,"EASTON, PA",813///,4,N,N,N,N,N,N,N,N,N,EASTON,PA,NORTHAMPTON
17948,"MAHANOY CITY, PA",813///,4,3,N,N,N,N,N,N,N,N,MAHANOY CITY,PA,SCHUYLKILL
17964,"PITMAN, PA",813///,4,4,N,N,N,N,N,N,N,N,PITMAN,PA,SCHUYLKILL
18037,"COPLAY, PA",813///,4,3,N,N,N,N,N,N,N,N,COPLAY,PA,LEHIGH
15312,"AVELLA, PA",813///,4,3,N,N,N,N,N,N,N,N,AVELLA,PA,WASHINGTON
15333,"FREDERICKTOWN, PA",813///,4,3,N,N,N,N,N,N,N,N,FREDERICKTOWN,PA,WASHINGTON
19129,"PHILADELPHIA, PA",611///,4,N,N,N,N,N,N,N,N,N,PHILADELPHIA,PA,PHILADELPHIA
18035,"CHERRYVILLE, PA",813///,4,N,N,N,N,N,N,N,N,N,CHERRYVILLE,PA,NORTHAMPTON
19142,"PHILADELPHIA, PA",611///,4,N,N,N,N,N,N,N,N,N,PHILADELPHIA,PA,PHILADELPHIA
18034,"CENTER VALLEY, PA",813///,4,N,N,N,N,N,N,N,N,N,CENTER VALLEY,PA,LEHIGH
19085,"VILLANOVA, PA",813///,4,N,N,N,N,N,N,N,N,N,VILLANOVA,PA,DELAWARE
19150,"PHILADELPHIA, PA",611///,4,N,N,N,N,N,N,N,N,N,PHILADELPHIA,PA,PHILADELPHIA
15144,"SPRINGDALE, PA",813///,5,4,N,N,N,N,N,N,N,N,SPRINGDALE,PA,ALLEGHENY
17976,"SHENANDOAH, PA",813///,5,4,N,N,N,N,N,N,N,N,SHENANDOAH,PA,SCHUYLKILL
16948,"ULYSSES, PA",813///,5,N,3,N,N,N,N,N,N,N,ULYSSES,PA,POTTER
19506,"BERNVILLE, PA",813///,5,N,3,N,N,N,N,N,N,N,BERNVILLE,PA,BERKS
16652,"HUNTINGDON, PA",611///,5,3,N,N,N,N,N,N,N,N,HUNTINGDON,PA,HUNTINGDON
15558,"SALISBURY, PA",813///,5,4,N,N,N,N,N,N,N,N,SALISBURY,PA,SOMERSET
19015,"BROOKHAVEN, PA",813///,5,3,N,N,N,N,N,N,N,N,BROOKHAVEN,PA,DELAWARE
18942,"OTTSVILLE, PA",611///,5,4,N,N,N,N,N,N,N,N,OTTSVILLE,PA,BUCKS
19133,"PHILADELPHIA, PA",813///,5,4,N,N,N,N,N,N,N,N,PHILADELPHIA,PA,PHILADELPHIA
15650,"LATROBE, PA",611///,5,N,N,N,N,N,N,N,N,N,LATROBE,PA,WESTMORELAND
16920,"ELKLAND, PA",813///,5,5,N,N,N,N,N,N,N,N,ELKLAND,PA,TIOGA
16881,"WOODLAND, PA",813///,5,4,N,N,N,N,N,N,N,N,WOODLAND,PA,CLEARFIELD
15618,"AVONMORE, PA",813///,5,4,N,N,N,N,N,N,N,N,AVONMORE,PA,WESTMORELAND
15620,"BRADENVILLE, PA",813///,5,4,N,N,N,N,N,N,N,N,BRADENVILLE,PA,WESTMORELAND
17572,"RONKS, PA",813///,5,3,N,N,N,N,N,N,N,N,RONKS,PA,LANCASTER
16853,"MILESBURG, PA",813///,5,3,N,N,N,N,N,N,N,N,MILESBURG,PA,CENTRE
17567,"REAMSTOWN, PA",813///,5,N,N,N,N,N,N,N,N,N,REAMSTOWN,PA,LANCASTER
15557,"ROCKWOOD, PA",813///,5,4,N,N,N,N,N,N,N,N,ROCKWOOD,PA,SOMERSET
15042,"FREEDOM, PA",813///,5,4,N,N,N,N,N,N,N,N,FREEDOM,PA,BEAVER
17582,"WASHINGTON BORO, PA",813///,5,4,N,N,N,N,N,N,N,N,WASHINGTON BORO,PA,LANCASTER
15136,"MC KEES ROCKS, PA",611///,5,4,N,N,N,N,N,N,N,N,MC KEES ROCKS,PA,ALLEGHENY
16748,"SHINGLEHOUSE, PA",813///,5,5,N,N,N,N,N,N,N,N,SHINGLEHOUSE,PA,POTTER
19481,"VALLEY FORGE, PA",813///,5,N,N,3,N,N,N,N,N,N,VALLEY FORGE,PA,CHESTER
18330,"EFFORT, PA",813///,5,4,N,N,N,N,N,N,N,N,EFFORT,PA,MONROE
18087,"TREXLERTOWN, PA",813///,5,4,N,N,N,N,N,N,N,N,TREXLERTOWN,PA,LEHIGH
18372,"TANNERSVILLE, PA",813///,5,4,N,N,N,N,N,N,N,N,TANNERSVILLE,PA,MONROE
15545,"HYNDMAN, PA",813///,5,4,N,N,N,N,N,N,N,N,HYNDMAN,PA,BEDFORD
19139,"PHILADELPHIA, PA",611///,5,4,N,N,N,N,N,N,N,N,PHILADELPHIA,PA,PHILADELPHIA
17502,"BAINBRIDGE, PA",813///,5,5,N,N,N,N,N,N,N,N,BAINBRIDGE,PA,LANCASTER
18426,"GREENTOWN, PA",813///,5,N,N,N,N,N,N,N,N,N,GREENTOWN,PA,PIKE
19343,"GLENMOORE, PA",813///,5,N,3,N,N,N,N,N,N,N,GLENMOORE,PA,CHESTER
19522,"FLEETWOOD, PA",611///,5,N,N,N,N,N,N,N,N,N,FLEETWOOD,PA,BERKS
15342,"HOUSTON, PA",813///,5,3,N,N,N,N,N,N,N,N,HOUSTON,PA,WASHINGTON
15332,"FINLEYVILLE, PA",813///,5,3,N,N,N,N,N,N,N,N,FINLEYVILLE,PA,WASHINGTON
15330,"EIGHTY FOUR, PA",813///,5,3,N,N,N,N,N,N,N,N,EIGHTY FOUR,PA,WASHINGTON
17406,"YORK, PA",611///,5,3,N,N,N,N,N,N,N,N,YORK,PA,YORK
17105,"HARRISBURG, PA",813///,5,N,N,N,N,N,N,N,N,N,HARRISBURG,PA,DAUPHIN
18040,"EASTON, PA",611///,5,3,N,N,N,N,N,N,N,N,EASTON,PA,NORTHAMPTON
18507,"MOOSIC, PA",813///,5,3,N,N,N,N,N,N,N,N,MOOSIC,PA,LACKAWANNA
18503,"SCRANTON, PA",611///,5,4,N,N,N,N,N,N,N,N,SCRANTON,PA,LACKAWANNA
17339,"LEWISBERRY, PA",813///,5,4,N,N,N,N,N,N,N,N,LEWISBERRY,PA,YORK
18049,"EMMAUS, PA",611///,5,N,N,N,3,N,N,N,N,N,EMMAUS,PA,LEHIGH
18051,"FOGELSVILLE, PA",813///,5,5,N,N,N,N,N,N,N,N,FOGELSVILLE,PA,LEHIGH
18067,"NORTHAMPTON, PA",611///,5,3,N,N,N,N,N,N,N,N,NORTHAMPTON,PA,NORTHAMPTON
17353,"ORRTANNA, PA",813///,5,4,N,N,N,N,N,N,N,N,ORRTANNA,PA,ADAMS
18466,"TOBYHANNA, PA",813///,5,N,N,N,N,N,N,N,N,N,TOBYHANNA,PA,MONROE
17366,"WINDSOR, PA",813///,5,4,N,N,N,N,N,N,N,N,WINDSOR,PA,YORK
18508,"SCRANTON, PA",611///,5,N,N,N,N,N,N,N,N,N,SCRANTON,PA,LACKAWANNA
17103,"HARRISBURG, PA",611///,5,N,N,N,3,N,N,N,N,N,HARRISBURG,PA,DAUPHIN
18421,"FOREST CITY, PA",813///,5,5,N,N,N,N,N,N,N,N,FOREST CITY,PA,SUSQUEHANNA
17082,"PORT ROYAL, PA",813///,5,5,N,N,N,N,N,N,N,N,PORT ROYAL,PA,JUNIATA
18938,"NEW HOPE, PA",611///,5,N,N,N,N,N,N,N,N,N,NEW HOPE,PA,BUCKS
18929,"JAMISON, PA",611///,5,N,N,3,N,N,N,N,N,N,JAMISON,PA,BUCKS
18927,"HILLTOWN, PA",813///,5,3,N,N,N,N,N,N,N,N,HILLTOWN,PA,BUCKS
17022,"ELIZABETHTOWN, PA",611///,5,N,N,N,N,N,N,N,N,N,ELIZABETHTOWN,PA,LANCASTER
17023,"ELIZABETHVILLE, PA",813///,5,N,3,N,N,N,N,N,N,N,ELIZABETHVILLE,PA,DAUPHIN
17025,"ENOLA, PA",611///,5,N,N,N,N,N,N,N,N,N,ENOLA,PA,CUMBERLAND
17552,"MOUNT JOY, PA",611///,5,N,N,N,N,N,N,N,N,N,MOUNT JOY,PA,LANCASTER
15479,"SMITHTON, PA",813///,5,4,N,N,N,N,N,N,N,N,SMITHTON,PA,WESTMORELAND
17034,"HIGHSPIRE, PA",813///,5,3,N,N,N,N,N,N,N,N,HIGHSPIRE,PA,DAUPHIN
16611,"ALEXANDRIA, PA",813///,5,4,N,N,N,N,N,N,N,N,ALEXANDRIA,PA,HUNTINGDON
17046,"LEBANON, PA",611///,5,N,N,N,N,N,N,N,N,N,LEBANON,PA,LEBANON
17047,"LOYSVILLE, PA",813///,5,4,N,N,N,N,N,N,N,N,LOYSVILLE,PA,PERRY
17052,"MAPLETON DEPOT, PA",813///,5,5,N,N,N,N,N,N,N,N,MAPLETON DEPOT,PA,HUNTINGDON
18834,"NEW MILFORD, PA",813///,5,3,N,N,N,N,N,N,N,N,NEW MILFORD,PA,SUSQUEHANNA
15106,"CARNEGIE, PA",611///,5,3,N,N,N,N,N,N,N,N,CARNEGIE,PA,ALLEGHENY
15461,"MASONTOWN, PA",813///,5,5,N,N,N,N,N,N,N,N,MASONTOWN,PA,FAYETTE
18709,"LUZERNE, PA",813///,5,4,N,N,N,N,N,N,N,N,LUZERNE,PA,LUZERNE
19551,"ROBESONIA, PA",813///,5,N,N,N,N,N,N,N,N,N,ROBESONIA,PA,BERKS
17529,"GORDONVILLE, PA",813///,5,N,N,N,N,N,N,N,N,N,GORDONVILLE,PA,LANCASTER
19137,"PHILADELPHIA, PA",611///,5,N,N,N,N,N,N,N,N,N,PHILADELPHIA,PA,PHILADELPHIA
17078,"PALMYRA, PA",611///,5,3,N,N,N,N,N,N,N,N,PALMYRA,PA,LEBANON
19555,"SHOEMAKERSVILLE, PA",813///,5,N,3,N,N,N,N,N,N,N,SHOEMAKERSVILLE,PA,BERKS
15681,"SALTSBURG, PA",813///,5,4,N,N,N,N,N,N,N,N,SALTSBURG,PA,INDIANA
15628,"DONEGAL, PA",813///,5,5,N,N,N,N,N,N,N,N,DONEGAL,PA,WESTMORELAND
16601,"ALTOONA, PA",611///,5,N,3,N,N,N,N,N,N,N,ALTOONA,PA,BLAIR
17830,"HERNDON, PA",813///,5,3,N,N,N,N,N,N,N,N,HERNDON,PA,NORTHUMBERLAND
19101,"PHILADELPHIA, PA",813///,5,3,N,N,N,N,N,N,N,N,PHILADELPHIA,PA,PHILADELPHIA
16262,"WORTHINGTON, PA",813///,5,N,3,N,N,N,N,N,N,N,WORTHINGTON,PA,ARMSTRONG
19056,"LEVITTOWN, PA",813///,5,3,N,N,N,N,N,N,N,N,LEVITTOWN,PA,BUCKS
19109,"PHILADELPHIA, PA",813///,5,3,N,N,N,N,N,N,N,N,PHILADELPHIA,PA,PHILADELPHIA
17812,"BEAVER SPRINGS, PA",813///,5,5,N,N,N,N,N,N,N,N,BEAVER SPRINGS,PA,SNYDER
16319,"CRANBERRY, PA",813///,5,4,N,N,N,N,N,N,N,N,CRANBERRY,PA,VENANGO
18235,"LEHIGHTON, PA",611///,5,4,N,N,N,N,N,N,N,N,LEHIGHTON,PA,CARBON
15012,"BELLE VERNON, PA",611///,5,4,N,N,N,N,N,N,N,N,BELLE VERNON,PA,FAYETTE
19054,"LEVITTOWN, PA",611///,5,N,N,N,N,N,N,N,N,N,LEVITTOWN,PA,BUCKS
19473,"SCHWENKSVILLE, PA",611///,5,3,N,N,N,N,N,N,N,N,SCHWENKSVILLE,PA,MONTGOMERY
17772,"TURBOTVILLE, PA",813///,5,3,N,N,N,N,N,N,N,N,TURBOTVILLE,PA,NORTHUMBERLAND
16350,"SUGAR GROVE, PA",813///,5,N,N,N,N,N,N,N,N,N,SUGAR GROVE,PA,WARREN
16351,"TIDIOUTE, PA",813///,5,3,N,N,N,N,N,N,N,N,TIDIOUTE,PA,WARREN
17764,"RENOVO, PA",813///,5,4,N,N,N,N,N,N,N,N,RENOVO,PA,CLINTON
19405,"BRIDGEPORT, PA",813///,5,4,N,N,N,N,N,N,N,N,BRIDGEPORT,PA,MONTGOMERY
16406,"CONNEAUTVILLE, PA",813///,5,4,N,N,N,N,N,N,N,N,CONNEAUTVILLE,PA,CRAWFORD
18250,"SUMMIT HILL, PA",813///,5,4,N,N,N,N,N,N,N,N,SUMMIT HILL,PA,CARBON
15840,"FALLS CREEK, PA",813///,5,4,N,N,N,N,N,N,N,N,FALLS CREEK,PA,JEFFERSON
15905,"JOHNSTOWN, PA",611///,5,N,N,N,N,N,N,N,N,N,JOHNSTOWN,PA,CAMBRIA
16157,"WAMPUM, PA",813///,5,5,N,N,N,N,N,N,N,N,WAMPUM,PA,LAWRENCE
17876,"SHAMOKIN DAM, PA",813///,5,N,N,N,N,N,N,N,N,N,SHAMOKIN DAM,PA,SNYDER
17860,"PAXINOS, PA",813///,5,4,N,N,N,N,N,N,N,N,PAXINOS,PA,NORTHUMBERLAND
16023,"CABOT, PA",813///,5,N,N,N,N,N,N,N,N,N,CABOT,PA,BUTLER
16025,"CHICORA, PA",813///,5,3,N,N,N,N,N,N,N,N,CHICORA,PA,BUTLER
15956,"SOUTH FORK, PA",813///,5,N,3,N,N,N,N,N,N,N,SOUTH FORK,PA,CAMBRIA
15214,"PITTSBURGH, PA",611///,5,N,N,N,N,N,N,N,N,N,PITTSBURGH,PA,ALLEGHENY
16053,"RENFREW, PA",813///,5,4,N,N,N,N,N,N,N,N,RENFREW,PA,BUTLER
15944,"NEW FLORENCE, PA",813///,5,N,3,N,N,N,N,N,N,N,NEW FLORENCE,PA,WESTMORELAND
17847,"MILTON, PA",611///,5,N,N,N,N,N,N,N,N,N,MILTON,PA,NORTHUMBERLAND
19078,"RIDLEY PARK, PA",813///,5,3,N,N,N,N,N,N,N,N,RIDLEY PARK,PA,DELAWARE
15940,"LORETTO, PA",813///,5,N,N,N,N,N,N,N,N,N,LORETTO,PA,CAMBRIA
15936,"HOOVERSVILLE, PA",813///,5,4,N,N,N,N,N,N,N,N,HOOVERSVILLE,PA,SOMERSET
17845,"MILLMONT, PA",813///,5,3,N,N,N,N,N,N,N,N,MILLMONT,PA,UNION
19443,"KULPSVILLE, PA",813///,5,N,3,N,N,N,N,N,N,N,KULPSVILLE,PA,MONTGOMERY
19444,"LAFAYETTE HILL, PA",611///,5,4,N,N,N,N,N,N,N,N,LAFAYETTE HILL,PA,MONTGOMERY
16142,"NEW WILMINGTON, PA",813///,5,N,N,N,N,N,N,N,N,N,NEW WILMINGTON,PA,LAWRENCE
15926,"CENTRAL CITY, PA",813///,5,3,N,N,N,N,N,N,N,N,CENTRAL CITY,PA,SOMERSET
19066,"MERION STATION, PA",611///,5,3,N,N,N,N,N,N,N,N,MERION STATION,PA,MONTGOMERY
17837,"LEWISBURG, PA",611///,5,N,N,N,N,N,N,N,N,N,LEWISBURG,PA,UNION
16153,"STONEBORO, PA",813///,5,4,N,N,N,N,N,N,N,N,STONEBORO,PA,MERCER
16426,"MC KEAN, PA",813///,5,3,N,N,N,N,N,N,N,N,MC KEAN,PA,ERIE
15757,"MAHAFFEY, PA",813///,5,4,N,N,N,N,N,N,N,N,MAHAFFEY,PA,CLEARFIELD
